area,transect.ID,plot.ID,tree,common.name,scientific.name,family.name,type,DBH.2013,canopy.2013,light.2013,dead.2013,D.class.2013,Hcom.2013,Htot.2013,RN.2013,RS.2013,RE.2013,RW.2013,date.2013,DBH.2018,Htot.2018,dead.2018,date.2018,UTM.Easting,UTM.Northing
AND_A01,T4P1,13,150,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7,18.47,TRUE,20180323,295913.8228,9717975.216
AND_A01,T4P1,13,151,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5,20.7,TRUE,20180323,295912.6677,9717973.268
AND_A01,T4P1,13,152,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,12.82,TRUE,20180323,295915.4962,9717976.961
AND_A01,T4P2,14,15,louro vermelho,Ocotea rubra,Lauraceae,O,15.8,S,1,FALSE,NA,12.43,15.67,5.5,1.2,3,5,20130826,NA,NA,TRUE,20180323,295985.633,9717839.069
AND_A01,T4P2,14,16,pratudo,Simaba cedron,Simaroubaceae,O,13.1,S,1,FALSE,NA,9.15,13.59,0.9,1,0.7,1.1,20130826,13.6,NA,FALSE,20180323,295990.0244,9717837.198
AND_A01,T4P2,14,17,pau colher,Lacmellea aculeata,Apocynaceae,O,10.8,S,2,FALSE,NA,10.26,13.47,3.2,2,3,1.8,20130826,NA,NA,TRUE,20180323,295986.9735,9717836.147
AND_A01,T4P2,14,18,morta,NA,NA,O,60.5,NA,NA,TRUE,1,NA,37.28,NA,NA,NA,NA,20130826,NA,NA,TRUE,20180323,295983.5806,9717835.379
AND_A01,T4P2,14,19,breu branco,Protium paniculatum,Burseraceae,O,12.2,S,2,FALSE,NA,9.75,13.27,3.4,2.6,3.5,3.2,20130826,NA,NA,TRUE,20180323,295991.3301,9717834.382
AND_A01,T4P2,14,20,jatereu,Lecythis idatimon,Lecythidaceae,O,16.8,S,2,FALSE,NA,12.38,19.39,4.4,3.2,4.2,3.2,20130826,NA,NA,TRUE,20180323,295993.0799,9717828.738
AND_A01,T4P2,14,21,mata mata branco,Eschweilera coriacea,Lecythidaceae,O,40,C,2,FALSE,NA,20.55,26.22,7,5.6,5.7,8.1,20130826,NA,NA,TRUE,20180323,295992.1513,9717828.402
AND_A01,T4P2,14,22,mata mata branco,Eschweilera coriacea,Lecythidaceae,O,10.4,S,2,FALSE,NA,7.27,9.8,2.3,2.4,2,2.4,20130826,NA,NA,TRUE,20180323,295995.2426,9717824.534
AND_A01,T4P2,14,23,morta,NA,NA,O,16.7,NA,NA,TRUE,3,NA,12.42,NA,NA,NA,NA,20130826,NA,NA,TRUE,20180323,295993.7224,9717820.244
AND_A01,T4P2,14,24,abiurana branca,Pouteria guianensis,Sapotaceae,O,13,S,2,FALSE,NA,11.86,14.19,2.5,2.5,2.7,1.8,20130826,14.4,NA,FALSE,20180323,295996.4952,9717818.98
AND_A01,T4P2,14,25,marupa,Simarouba amara,Simaroubaceae,O,39.1,C,1,FALSE,NA,9.94,24.06,6.3,4.7,6.4,4,20130826,49.1,NA,FALSE,20180323,296006.1255,9717800.535
AND_A01,T4P2,14,26,papo de mutum,Lacunaria jenmanii,Quiinaceae,O,13.2,S,1,FALSE,NA,8.38,13.3,2.1,2,1.8,1.2,20130826,NA,NA,TRUE,20180323,296005.1829,9717800.136
AND_A01,T4P2,14,27,morta,NA,NA,O,53.9,NA,NA,TRUE,3,NA,26.06,NA,NA,NA,NA,20130826,NA,NA,TRUE,20180323,295964.6383,9717793.872
AND_A01,T4P2,14,111,pente de macaco,Apeiba petoumo,Malvaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,24.99,NA,20180323,295980.8496,9717791.963
AND_A01,T4P2,14,112,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,14.65,TRUE,20180323,296002.3469,9717803.857
AND_A01,T4P2,14,113,na,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,12.43,NA,20180323,296000.424,9717804.392
AND_A01,T4P2,14,114,jatereu,Lecythis idatimon,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,18.12,NA,20180323,295996.8368,9717801.469
AND_A01,T4P2,14,115,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7,16.95,TRUE,20180323,295997.4019,9717807.353
AND_A01,T4P2,14,116,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4,12.76,TRUE,20180323,295991.9177,9717810.179
AND_A01,T4P2,14,117,lacre vermelho,Vismia latifolia,Hypericaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,14.35,NA,20180323,295992.4011,9717810.576
AND_A01,T4P2,14,118,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,14.65,TRUE,20180323,295989.9744,9717810.336
AND_A01,T4P2,14,119,munguba,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.6,24.84,NA,20180323,295992.8574,9717812.495
AND_A01,T4P2,14,120,munguba,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.9,20.88,NA,20180323,295993.3126,9717816.34
AND_A01,T4P2,14,121,munguba,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2,20.11,NA,20180323,295990.978,9717815.44
AND_A01,T4P2,14,122,guajara pedra,Pouteria sp.,Sapotaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7,18.95,NA,20180323,295989.3702,9717819.002
AND_A01,T4P2,14,123,embauba branca,Cecropia palmata,Urticaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,13.45,NA,20180323,295983.7775,9717816.888
AND_A01,T4P2,14,124,fava bolota,Parkia pendula,Fabaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,14.47,NA,20180323,295984.5452,9717821.271
AND_A01,T4P2,14,125,axixa,Sterculia pruriens,Malvaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,16.32,NA,20180323,295983.6467,9717823.285
AND_A01,T4P2,14,126,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,12.63,TRUE,20180323,295982.1123,9717829.129
AND_A01,T4P2,14,127,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7,16.95,TRUE,20180323,295982.217,9717831.288
AND_A01,T4P2,14,128,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8,19,TRUE,20180323,295982.0062,9717834.135
AND_A01,T4P2,14,129,embauba branca,Cecropia palmata,Urticaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1,18.66,NA,20180323,295978.0603,9717835.805
AND_A01,T4P3,15,28,tento,Ormosia grossa,Fabaceae,O,17.6,S,1,FALSE,NA,14.68,17.06,3,3.5,2.7,5.3,20130826,NA,NA,NA,20180323,296045.4744,9717702.259
AND_A01,T4P3,15,29,macucu branco,Couepia sp.,Chrysobalanaceae,O,26.5,S,1,FALSE,NA,14.6,19.11,3.2,2.4,2.6,5.6,20130826,NA,NA,NA,20180323,296045.3843,9717702.22
AND_A01,T4P3,15,30,cutitiriba,Pouteria sp.,Sapotaceae,O,17.2,S,1,FALSE,NA,14.5,18.93,3.2,0.9,2.3,0.7,20130826,17.8,NA,FALSE,20180323,296049.0846,9717702.734
AND_A01,T4P3,15,31,morta,NA,NA,O,45,NA,NA,TRUE,4,NA,21.3,NA,NA,NA,NA,20130826,NA,NA,TRUE,20180323,296044.3793,9717703.936
AND_A01,T4P3,15,32,abiurana branca,Pouteria guianensis,Sapotaceae,O,13.7,S,1,FALSE,NA,7.91,11.35,2.2,1.4,1.1,1.6,20130826,NA,NA,TRUE,20180323,296054.8479,9717677.835
AND_A01,T4P3,15,33,morta,NA,NA,O,22.3,NA,NA,TRUE,4,NA,7.12,NA,NA,NA,NA,20130826,NA,NA,TRUE,20180323,296058.913,9717668.737
AND_A01,T4P3,15,34,breu branco,Protium paniculatum,Burseraceae,O,16.7,S,1,FALSE,NA,9.38,12.82,2.6,2.5,3,1.7,20130826,NA,NA,TRUE,20180323,296059.0543,9717665.794
AND_A01,T4P3,15,35,morta,NA,NA,O,14.3,NA,NA,TRUE,3,NA,1.76,NA,NA,NA,NA,20130826,NA,NA,TRUE,20180323,296061.7941,9717663.101
AND_A01,T4P3,15,36,morta,NA,NA,O,46,NA,NA,TRUE,4,NA,23.99,NA,NA,NA,NA,20130826,NA,NA,TRUE,20180323,296058.6209,9717660.676
AND_A01,T4P3,15,37,mamui,Jacaratia spinosa,Caricaceae,O,49.4,C,1,FALSE,NA,13.83,18.66,4,3,4.2,3.6,20130826,56.5,NA,FALSE,20180323,296045.9057,9717663.828
AND_A01,T4P3,15,38,mamui,Jacaratia spinosa,Caricaceae,O,58.5,C,1,FALSE,NA,14.8,20.58,3.8,3.2,4,3.6,20130826,56.8,NA,FALSE,20180323,296032.0764,9717656.854
AND_A01,T4P3,15,39,currupixa,Micropholis sp.,Sapotaceae,O,45.9,C,1,FALSE,NA,22.39,34.44,5.9,4.5,8.5,3.3,20130826,49,NA,FALSE,20180323,296029.159,9717651.325
AND_A01,T4P3,15,40,mata mata branco,Eschweilera coriacea,Lecythidaceae,O,45.7,C,1,FALSE,NA,22.89,31.45,2.8,6,6.6,4.5,20130826,46.8,NA,FALSE,20180323,296025.4922,9717647.62
AND_A01,T4P3,15,41,mata mata branco,Eschweilera coriacea,Lecythidaceae,O,35,C,1,FALSE,NA,16.64,26.62,7.5,4.1,4.2,4.2,20130826,NA,NA,TRUE,20180323,296021.0423,9717653.215
AND_A01,T4P3,15,42,mata mata branco,Eschweilera coriacea,Lecythidaceae,O,45,C,1,FALSE,NA,14.63,27.25,4.5,4.7,3.1,7.3,20130826,53.2,NA,FALSE,20180323,296025.6091,9717657.306
AND_A01,T4P3,15,43,iperana,Eperua bijuga,Fabaceae,O,37.5,C,1,FALSE,NA,12.64,17.34,4,3.2,4.3,4.2,20130826,39.3,NA,FALSE,20180323,296027.3865,9717658.065
AND_A01,T4P3,15,44,jatereu,Lecythis idatimon,Lecythidaceae,O,37.5,C,1,FALSE,NA,16.42,23.08,3.6,4.7,3,3.7,20130826,38.5,NA,FALSE,20180323,296005.0207,9717683.623
AND_A01,T4P3,15,45,andiroba,Carapa guianensis,Meliaceae,O,76.5,C,1,FALSE,NA,19.2,29,8,5.6,5.5,7.8,20130826,78.1,NA,FALSE,20180323,296012.4316,9717691.301
AND_A01,T4P3,15,46,uxirana,Sacoglottis guianensis,Humiriaceae,O,39.5,C,1,FALSE,NA,21.22,26.69,3.7,4.5,4.4,6.2,20130826,42.8,NA,FALSE,20180323,296016.7982,9717691.031
AND_A01,T4P3,15,47,iperana,Eperua bijuga,Fabaceae,O,35.9,C,1,FALSE,NA,14.26,19.12,3.8,3.3,2.7,3.8,20130826,35.9,NA,FALSE,20180323,296025.8138,9717694.899
AND_A01,T4P3,15,84,breu vermelho,Protium hebetatum,Burseraceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3,20.61,NA,20180323,296052.209,9717656.012
AND_A01,T4P3,15,85,marupa,Simarouba amara,Simaroubaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8,21.27,NA,20180323,296048.36,9717659.087
AND_A01,T4P3,15,86,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,12.37,TRUE,20180323,296048.7969,9717661.846
AND_A01,T4P3,15,87,macucu,Licania guianensis,Chrysobalanaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7,18.95,NA,20180323,296051.9023,9717661.884
AND_A01,T4P3,15,88,abiurana,Pouteria gongrijpii,Sapotaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,21.36,NA,20180323,296055.0437,9717659.258
AND_A01,T4P3,15,89,macucu,Licania guianensis,Chrysobalanaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,17.37,NA,20180323,296054.8722,9717665.082
AND_A01,T4P3,15,90,abiu branco,Pouteria guianensis,Sapotaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,13.26,NA,20180323,296054.4167,9717668.533
AND_A01,T4P3,15,91,freijo branco,Cordia scabrifolia,Boraginaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1,15.55,NA,20180323,296048.3097,9717665.604
AND_A01,T4P3,15,92,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,11.97,TRUE,20180323,296045.9057,9717663.828
AND_A01,T4P3,15,93,tatapiririca,Tapirira guianensis,Anacardiaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2,17.72,NA,20180323,296044.6449,9717664.362
AND_A01,T4P3,15,94,freijo branco,Cordia scabrifolia,Boraginaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,12.24,NA,20180323,296049.0121,9717671.587
AND_A01,T4P3,15,95,tatapiririca,Tapirira guianensis,Anacardiaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,14.47,NA,20180323,296046.3783,9717671.641
AND_A01,T4P3,15,96,embauba branca,Cecropia palmata,Urticaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,14.93,NA,20180323,296044.3362,9717672.806
AND_A01,T4P3,15,97,inga branco,Inga thibaudiana,Fabaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,13.45,NA,20180323,296043.8905,9717672.615
AND_A01,T4P3,15,98,inga branco,Inga thibaudiana,Fabaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8,13.63,NA,20180323,296050.2946,9717681.359
AND_A01,T4P3,15,99,embauba branca,Cecropia palmata,Urticaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2,16.69,NA,20180323,296040.8773,9717677.439
AND_A01,T4P3,15,100,pau para tudo,Simaba cedron,Simaroubaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,13.82,NA,20180323,296042.2194,9717680.587
AND_A01,T4P3,15,101,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,16.05,TRUE,20180323,296044.7911,9717682.009
AND_A01,T4P3,15,102,tauari,Couratari stellata,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2,16.16,NA,20180323,296052.6493,9717674.214
AND_A01,T4P3,15,103,abiu preto,Pouteria sp.,Sapotaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2,16.16,NA,20180323,296040.581,9717695.01
AND_A01,T4P3,15,104,tatapiririca,Tapirira guianensis,Anacardiaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6,18.42,NA,20180323,296036.6043,9717691.803
AND_A01,T4P3,15,105,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2,13.88,TRUE,20180323,296026.8376,9717697.054
AND_A01,T4P3,15,106,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13.14,TRUE,20180323,296036.0766,9717700.91
AND_A01,T4P3,15,107,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13.14,TRUE,20180323,296037.5341,9717699.926
AND_A01,T4P3,15,108,macucu,Licania guianensis,Chrysobalanaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.9,22.58,NA,20180323,296046.2677,9717705.82
AND_A01,T4P3,15,109,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,12.17,TRUE,20180323,296046.7189,9717706.013
AND_A01,T4P3,15,110,tachirana,Stryphnodendron paniculatum,Fabaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.3,27.26,NA,20180323,296038.1892,9717695.701
AND_A01,T4P4,16,48,mata mata branco,Eschweilera coriacea,Lecythidaceae,O,39.5,C,1,FALSE,NA,21.15,31.53,5.6,3.1,6.6,6,20130826,NA,NA,TRUE,20180323,296102.1731,9717568.061
AND_A01,T4P4,16,49,mata mata branco,Eschweilera coriacea,Lecythidaceae,O,47.2,C,1,FALSE,NA,16.18,21.98,5.3,3.3,5.8,3.9,20130826,NA,NA,TRUE,20180323,296099.0959,9717567.82
AND_A01,T4P4,16,50,currupixa,Micropholis sp.,Sapotaceae,O,77,E,1,FALSE,NA,18.24,39.19,6.7,8.6,7.3,4.9,20130826,NA,NA,TRUE,20180323,296106.4955,9717565.493
AND_A01,T4P4,16,51,jatereu,Lecythis idatimon,Lecythidaceae,O,44.4,C,1,FALSE,NA,26.03,35.61,4.8,2,4.7,5.6,20130826,47.3,NA,FALSE,20180323,296090.7307,9717553.088
AND_A01,T4P4,16,52,freijo branco,Cordia scabrifolia,Boraginaceae,O,12.8,S,1,FALSE,NA,8.87,10.4,1.8,2.2,1.4,1.7,20130826,17,NA,FALSE,20180323,296108.0239,9717557.238
AND_A01,T4P4,16,53,mata mata branco,Eschweilera coriacea,Lecythidaceae,O,60,S,1,FALSE,NA,16.78,29.94,5.5,3.7,6,5.8,20130826,NA,NA,TRUE,20180323,296105.1338,9717549.343
AND_A01,T4P4,16,54,sapucaia,Lecythis pisonis,Lecythidaceae,O,105,E,1,FALSE,NA,30.54,42.23,8.7,11.8,9.5,13.6,20130826,NA,NA,NA,20180323,296095.6936,9717544.223
AND_A01,T4P4,16,55,mata mata branco,Eschweilera coriacea,Lecythidaceae,O,52,C,1,FALSE,NA,23.71,37.33,4.2,6.2,8.6,7.2,20130826,NA,NA,NA,20180323,296091.5345,9717539.174
AND_A01,T4P4,16,56,caqui preto,Diospyros guianensis,Ebenaceae,O,24.9,S,2,FALSE,NA,12.97,16.57,4.2,3.6,3.8,4.3,20130826,26.1,NA,FALSE,20180323,296116.5201,9717541.408
AND_A01,T4P4,16,57,jutai pororoca,Dialium guianense,Fabaceae,O,21.7,S,3,FALSE,NA,11.03,14.77,3.6,2.8,0.7,6.5,20130826,NA,NA,TRUE,20180323,296118.3636,9717530.012
AND_A01,T4P4,16,58,tauari,Couratari stellata,Lecythidaceae,O,15.3,S,3,FALSE,NA,10.28,13.07,4,2,0.6,5.5,20130826,NA,NA,TRUE,20180323,296120.1971,9717530.209
AND_A01,T4P4,16,59,jutai pororoca,Dialium guianense,Fabaceae,O,22.5,C,2,FALSE,NA,12.21,15.6,4.3,5.5,0.9,7.6,20130826,NA,NA,TRUE,20180323,296121.5717,9717529.996
AND_A01,T4P4,16,60,arataciu,Sagotia racemosa,Euphorbiaceae,O,11.8,S,3,FALSE,NA,5.12,9.66,1,1.5,1.2,1.1,20130826,NA,NA,TRUE,20180323,296121.8359,9717526.023
AND_A01,T4P4,16,61,jatereu,Lecythis idatimon,Lecythidaceae,O,40.8,C,1,FALSE,NA,17.17,30.48,3.8,5,3,4.1,20130826,42.5,NA,FALSE,20180323,296094.8041,9717522.027
AND_A01,T4P4,16,62,mata mata branco,Eschweilera coriacea,Lecythidaceae,O,58.2,C,2,FALSE,NA,20.78,30.26,5,4.7,5.4,4.2,20130826,NA,NA,TRUE,20180323,296098.0307,9717514.672
AND_A01,T4P4,16,63,guajara peludo,Pouteria sp.,Sapotaceae,O,45.7,E,1,FALSE,NA,24.81,34.48,5.1,1.8,3.8,1.9,20130826,NA,NA,TRUE,20180323,296090.275,9717510.472
AND_A01,T4P4,16,64,mata mata branco,Eschweilera coriacea,Lecythidaceae,O,74.8,C,1,FALSE,NA,13.93,27.16,5.6,5.8,6,5.8,20130826,NA,NA,TRUE,20180323,296077.5325,9717512.82
AND_A01,T4P4,16,65,breu barrote,Tetragastris panamensis,Burseraceae,O,50.2,S,1,FALSE,NA,25.53,29.12,2.6,2.8,3,3.2,20130826,NA,NA,TRUE,20180323,296079.0536,9717516.655
AND_A01,T4P4,16,66,marupa,Simarouba amara,Simaroubaceae,O,54.3,E,1,FALSE,NA,24.93,34.85,3.7,6.7,4.8,8,20130826,59.3,NA,FALSE,20180323,296083.6719,9717520.702
AND_A01,T4P4,16,67,pente de macaco,Apeiba petoumo,Malvaceae,O,67.2,C,1,FALSE,NA,23.67,39.78,11.4,5.3,5.8,9.5,20130826,NA,NA,TRUE,20180323,296072.1108,9717537.438
AND_A01,T4P4,16,68,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,14.06,TRUE,20180323,296096.5423,9717561.584
AND_A01,T4P4,16,69,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8,14.23,TRUE,20180323,296097.8315,9717556.496
AND_A01,T4P4,16,70,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,14.35,TRUE,20180323,296101.2836,9717553.006
AND_A01,T4P4,16,71,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.1,23.87,TRUE,20180323,296102.9649,9717551.846
AND_A01,T4P4,16,72,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2,13.88,TRUE,20180323,296099.2993,9717552.927
AND_A01,T4P4,16,73,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,11.64,TRUE,20180323,296101.7994,9717549.91
AND_A01,T4P4,16,74,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,14.53,TRUE,20180323,296104.7781,9717550.63
AND_A01,T4P4,16,75,inga branco,Inga thibaudiana,Fabaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,12.63,NA,20180323,296107.1902,9717544.687
AND_A01,T4P4,16,76,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,17.87,TRUE,20180323,296098.5208,9717540.7
AND_A01,T4P4,16,77,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3,18.27,TRUE,20180323,296103.7707,9717535.546
AND_A01,T4P4,16,78,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11.84,TRUE,20180323,296107.9037,9717534.627
AND_A01,T4P4,16,79,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5,16.85,TRUE,20180323,296112.4563,9717530.348
AND_A01,T4P4,16,80,macucu branco,Couepia sp.,Chrysobalanaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.6,20.74,NA,20180323,296109.7811,9717538.82
AND_A01,T4P4,16,81,envira preta,Guatteria schomburgkiana,Annonaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,16.05,NA,20180323,296114.7262,9717536.791
AND_A01,T4P4,16,82,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,12.17,TRUE,20180323,296113.4419,9717525.7
AND_A01,T4P4,16,83,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6,13.51,TRUE,20180323,296113.8524,9717524.77
AND_A01,T5P1,17,1,morta,NA,NA,O,47.5,NA,NA,TRUE,1,NA,36.16,NA,NA,NA,NA,20130827,NA,NA,TRUE,20180323,295749.1852,9717890.843
AND_A01,T5P1,17,2,jatereu,Lecythis idatimon,Lecythidaceae,O,20.3,S,1,FALSE,NA,9.46,14.44,2.9,3.7,2,2.8,20130827,NA,NA,TRUE,20180323,295750.186,9717890.482
AND_A01,T5P1,17,3,mata mata branco,Eschweilera coriacea,Lecythidaceae,O,31.7,C,1,FALSE,NA,12.26,17.99,5.7,2.6,1.5,5,20130827,NA,NA,TRUE,20180323,295758.1035,9717861.259
AND_A01,T5P1,17,4,andiroba,Carapa guianensis,Meliaceae,O,41.6,C,1,FALSE,NA,9.99,13.61,8.2,2.1,3,3.9,20130827,44.4,NA,FALSE,20180323,295741.2166,9717864.159
AND_A01,T5P1,17,5,mata mata branco,Eschweilera coriacea,Lecythidaceae,O,41.5,S,2,FALSE,NA,4.42,6.95,2.3,1.8,2.1,2,20130827,37.1,NA,FALSE,20180323,295738.0627,9717861.28
AND_A01,T5P1,17,6,morta,NA,NA,O,12.1,NA,NA,TRUE,1,NA,3.74,NA,NA,NA,NA,20130827,NA,NA,TRUE,20180323,295762.5453,9717861.952
AND_A01,T5P1,17,7,iperana,Eperua bijuga,Fabaceae,O,13,S,2,FALSE,NA,5.68,11.98,3,0.8,1.4,1.7,20130827,14.5,NA,FALSE,20180323,295760.0447,9717860.846
AND_A01,T5P1,17,8,jatereu,Lecythis idatimon,Lecythidaceae,O,15.6,S,2,FALSE,NA,7.57,12.81,1.4,3.5,2.9,3.1,20130827,16.7,NA,FALSE,20180323,295759.6988,9717859.087
AND_A01,T5P1,17,9,iperana,Eperua bijuga,Fabaceae,O,11.5,S,2,FALSE,NA,9.11,10.46,2.6,1.2,1.3,2.7,20130827,13.7,NA,FALSE,20180323,295763.1363,9717857.545
AND_A01,T5P1,17,10,cajuaçu,Anacardium spruceanum,Anacardiaceae,O,63.9,S,1,FALSE,NA,22.12,30.4,6.5,5,4.8,4.5,20130827,NA,NA,TRUE,20180323,295715.7483,9717869.805
AND_A01,T5P1,17,11,iperana,Eperua bijuga,Fabaceae,O,37.2,C,1,FALSE,NA,15.3,22.58,4.3,2.6,4.7,4.4,20130827,NA,NA,TRUE,20180323,295705.4335,9717875.53
AND_A01,T5P1,17,12,morta,NA,NA,O,71.5,NA,NA,TRUE,2,NA,31.19,NA,NA,NA,NA,20130827,NA,NA,TRUE,20180323,295703.4802,9717883.894
AND_A01,T5P1,17,13,piquiarana,Caryocar glabrum,Caryocaraceae,O,44.5,C,1,FALSE,NA,18.09,29.29,5,6.4,6.7,4.5,20130827,48.2,NA,FALSE,20180323,295728.0723,9717894.128
AND_A01,T5P1,17,121,inga vermelho,Inga alba,Fabaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.2,22.29,NA,20180323,295754.2744,9717859.406
AND_A01,T5P1,17,122,jatereu,Lecythis idatimon,Lecythidaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,11.64,NA,20180323,295757.7341,9717858.518
AND_A01,T5P1,17,123,tachi branco,Tachigali paniculata,Fabaceae,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3,23.95,NA,20180323,295752.4823,9717859.231
AND_A01,T5P1,17,124,morta,NA,NA,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11.15,TRUE,20180323,295752.1352,9717861.363
